BTC,ETH,ADA,BNB,XMR
59011.99,1840.92,1.03587,260.0735,229.38
58758.05,1811.1,1.03278,258.5884,228.43
57810.82,1794.21,1.03787,255.31,229.13
57761.52,1789.09,1.0147,255.1028,226.37
55850.7,1765.07,1.01276,253.3521,220.11
56351.1,1781.02,1.0261,257.9285,221.06
56156.87,1769.78,1.02552,255.0032,220.24
56429.69,1778.4,1.0283,255.9936,221.17
56867.86,1788.98,1.05688,259.5784,222.52
56150.02,1776.24,1.037,256.2535,219.89
56216.78,1765.69,1.02973,254.7717,218.67
56279.63,1771.2,1.02714,255.1778,217.37
56056.5,1770.77,1.03137,254.6417,216.74
56138.93,1785.24,1.03978,257.0574,218.29
56595.58,1786.6,1.04339,257.7176,219.22
56393.47,1792.33,1.03995,256.5989,218.48
56736.83,1798.17,1.04214,257.1655,222.24
56141.93,1786.18,1.03459,254.85,223.26
55615.12,1794.09,1.03129,254.1875,222.07
54070.74,1730.99,1.00901,246.8504,217.2
54474.77,1749.45,1.02821,246.1089,217.06
54573.44,1751.36,1.02534,247.822,217.16
54252.15,1747.87,1.02208,246.4241,216.09
54396.87,1749.88,1.03138,247.7864,215.7
54057.99,1750.85,1.01947,245.6469,214.58
55026.99,1789.79,1.0432,249.4615,218.48
55232.0,1798.83,1.0436,252.9179,221.26
55887.83,1804.08,1.04872,258.1919,223.21
55885.39,1807.08,1.04483,255.9619,223.48
55792.85,1794.81,1.03593,254.9089,222.91
55438.51,1791.77,1.03551,254.0877,221.5
55064.3,1778.18,1.03563,253.6606,219.79
55294.52,1784.23,1.03848,255.8359,220.8
55629.55,1794.95,1.05112,256.3935,221.23
55830.0,1803.27,1.09158,257.8514,223.79
55647.65,1799.91,1.08162,256.2983,224.05
55244.08,1773.39,1.21,251.9619,219.88
55338.58,1777.16,1.23907,252.7064,221.36
55734.18,1784.59,1.22626,253.7196,226.6
56369.37,1797.04,1.19401,255.68,227.46
56447.28,1786.58,1.23525,256.2005,229.55
56258.67,1788.29,1.21816,256.6476,228.78
56915.32,1805.62,1.24997,258.4837,229.83
56530.74,1783.72,1.22088,256.895,231.15
56276.61,1785.21,1.22887,257.1331,231.53
55793.89,1775.04,1.22761,254.9,231.64
55513.34,1767.15,1.21095,253.1495,228.32
55571.07,1770.96,1.21476,255.0158,229.58
55950.36,1778.6,1.24062,254.1136,233.39
56312.83,1784.7,1.28911,254.9292,234.28
55824.84,1785.84,1.26415,254.5347,230.09
55784.8,1780.93,1.27988,253.6999,230.18
54775.62,1757.74,1.23141,251.3527,228.87
55087.91,1767.55,1.24899,252.7903,229.63
54841.93,1759.4,1.23527,251.1227,229.83
55149.99,1764.57,1.23906,251.7839,232.77
55118.22,1769.23,1.24863,252.0556,233.62
54562.14,1768.1,1.23866,250.812,232.72
54946.02,1773.21,1.22956,252.0507,233.29
55296.75,1785.92,1.2332,253.6881,230.48
55554.47,1789.1,1.23711,256.1587,230.94
57599.99,1821.85,1.24959,261.0077,234.97
57888.87,1828.22,1.2646,263.6918,234.35
57750.9,1815.75,1.33499,260.1511,235.24
58443.81,1822.1,1.36414,264.5818,235.06
58310.57,1815.85,1.39543,264.9407,235.61
58928.67,1823.97,1.37783,269.9296,236.18
58938.2,1818.86,1.36931,270.2852,234.49
59044.78,1829.92,1.40266,272.9931,234.33
58998.49,1840.2,1.39522,272.5,234.38
58710.16,1833.5,1.40537,272.0263,233.95
58801.22,1829.96,1.4063,273.9898,233.17
58972.19,1830.75,1.43533,276.0611,233.35
58920.52,1828.54,1.41971,274.9684,233.85
58362.94,1815.32,1.40301,274.6912,232.14
58008.6,1805.8,1.41731,271.6508,237.11
58398.87,1812.4,1.44629,274.6681,237.28
58512.6,1819.55,1.46031,272.4181,237.68
58169.44,1799.64,1.42869,266.5916,236.33
58042.44,1796.77,1.44477,266.4,239.48
57842.1,1790.79,1.43307,265.2705,236.97
57854.09,1790.75,1.42893,264.382,236.0
59521.68,1822.0,1.44706,269.3,236.74
59068.79,1810.8,1.34645,266.9913,236.74
59242.39,1816.7,1.2889,264.7742,236.18
58207.22,1793.73,1.27024,262.5562,233.43
57278.28,1767.92,1.2594,258.5564,230.46
57497.88,1773.22,1.26545,260.9606,230.68
57896.05,1782.3,1.27554,263.2212,232.19
57632.61,1779.28,1.23643,263.3145,229.97
57633.58,1775.83,1.22937,261.5786,227.77
56859.87,1759.64,1.229,259.7559,227.37
57387.13,1776.88,1.24587,262.4828,229.79
57354.2,1774.96,1.21241,263.474,228.1
57776.31,1780.03,1.23604,263.7,229.51
57863.06,1782.79,1.22077,265.2235,227.68
58353.06,1803.24,1.26452,265.9134,230.1
58125.57,1798.26,1.23996,264.6872,230.5
57812.17,1793.0,1.26325,261.7676,230.4
58320.08,1807.4,1.26757,264.6543,232.18
58289.96,1800.65,1.2497,264.9644,231.03
58585.06,1811.36,1.26248,267.4705,232.72
58825.0,1819.05,1.25925,266.8552,232.47
58843.76,1812.42,1.29028,265.2708,233.81
58266.28,1808.44,1.27081,264.1999,231.91
58700.0,1817.45,1.28326,266.9686,234.18
58970.57,1821.61,1.28,266.7019,235.03
58862.63,1823.15,1.25521,265.7135,231.07
58868.81,1821.92,1.26624,265.4475,232.07
58805.88,1824.11,1.30459,266.345,234.06
58835.88,1826.95,1.33849,265.7626,234.13
58383.89,1817.58,1.31411,263.7715,232.16
58648.99,1825.96,1.32,264.7511,233.87
58506.62,1820.55,1.32913,264.4632,233.2
58041.31,1809.44,1.295,262.9586,231.65
58647.29,1815.71,1.30795,265.5947,231.83
58722.34,1825.05,1.27635,265.7256,233.17
58542.54,1828.08,1.28728,265.0067,232.41
58369.65,1832.9,1.27216,265.0,231.88
58219.25,1828.03,1.25836,263.6445,231.83
58135.45,1821.61,1.2644,264.014,232.71
58345.9,1822.15,1.2573,265.1595,233.25
58406.45,1822.45,1.26135,270.0,233.46
58681.07,1829.92,1.274,268.6,234.53
58781.98,1833.39,1.26406,269.6718,234.42
58687.68,1834.22,1.26881,269.1591,235.29
59245.67,1841.99,1.26542,269.1,235.77
59158.38,1841.97,1.26328,269.2253,236.69
59050.17,1844.29,1.25485,268.7921,234.64
59371.21,1851.47,1.26107,269.937,234.83
59249.84,1855.63,1.25633,271.4559,234.58
59039.42,1843.84,1.23008,269.762,233.51
59144.99,1845.12,1.24324,269.8468,236.73
59175.92,1843.71,1.23904,270.0381,235.37
59269.2,1847.77,1.24937,270.886,234.68
58521.59,1827.67,1.23265,266.79,234.3
58737.03,1834.0,1.23531,267.5166,234.12
58510.09,1828.41,1.22601,266.0452,233.8
58108.52,1805.85,1.20066,264.292,231.58
58340.33,1804.79,1.22304,265.8554,231.84
58180.0,1801.42,1.23195,266.3563,231.53
57625.74,1783.54,1.21005,263.0319,228.71
57800.23,1787.25,1.22359,267.1068,229.93
56924.03,1770.02,1.2026,263.0966,228.31
57149.38,1777.44,1.20253,262.7893,232.17
57075.37,1775.56,1.20196,262.7944,232.64
57002.87,1780.22,1.21212,263.6425,233.47
57186.58,1785.58,1.21406,264.7,232.71
55980.73,1764.2,1.19849,261.0839,230.16
56153.95,1768.77,1.19206,261.1758,229.28
56273.63,1772.81,1.18404,260.1009,227.92
56196.87,1768.08,1.17689,260.2582,227.61
57044.64,1785.51,1.19975,263.2911,230.47
57205.93,1785.77,1.20878,263.4418,230.96
57193.68,1790.4,1.20353,263.1251,230.71
57256.2,1781.51,1.19975,262.9791,233.42
57279.18,1789.83,1.20567,263.58,234.93
57400.06,1794.3,1.2121,264.3129,235.31
57557.73,1797.01,1.20002,265.0577,234.97
57800.0,1799.44,1.19739,266.5214,236.47
58125.83,1810.45,1.20241,267.3694,235.3
57623.6,1787.02,1.1934,264.3586,233.67
57387.45,1783.74,1.18648,264.8,231.99
56609.55,1757.99,1.16873,260.8809,229.21
56641.79,1764.32,1.17588,262.4111,229.12
56993.34,1771.43,1.18976,264.5884,231.14
57573.63,1783.37,1.19194,267.88,232.62
57617.29,1788.52,1.19866,266.7274,231.17
57604.0,1788.91,1.19603,267.8901,232.31
57675.65,1789.85,1.20341,266.58,233.25
57581.69,1789.42,1.19542,265.5013,232.16
57209.22,1780.23,1.17795,264.0293,230.58
57375.29,1782.23,1.18768,267.0189,230.71
57910.95,1793.64,1.19423,266.2748,232.03
57722.39,1795.65,1.19083,266.9631,231.84
57280.02,1783.48,1.18471,265.7971,230.96
56968.65,1777.66,1.1838,266.3096,231.72
57000.35,1779.6,1.18176,267.32,231.64
57098.71,1779.28,1.18059,267.5526,229.96
56764.9,1774.3,1.17747,268.1365,227.41
57090.89,1780.91,1.17832,275.2261,227.97
56489.79,1772.21,1.16873,270.194,225.96
55546.31,1738.24,1.15147,265.9314,224.15
54533.25,1677.73,1.10372,259.1663,222.95
54566.36,1679.72,1.11833,257.8216,222.17
54608.93,1695.08,1.11753,258.1939,220.25
54099.99,1681.5,1.10208,255.0278,217.25
54708.16,1692.6,1.12408,258.9717,219.69
55139.18,1708.65,1.1483,261.5018,219.94
54573.45,1693.01,1.13224,259.0744,218.33
54687.18,1702.47,1.129,259.2201,218.24
54438.75,1695.36,1.12228,259.2792,217.35
53529.82,1677.7,1.10879,256.7,215.39
53299.99,1655.37,1.08292,252.5185,212.35
54171.6,1679.43,1.12823,257.2358,216.53
54330.78,1681.72,1.13491,257.2261,216.74
54609.12,1687.2,1.13687,259.48,216.99
54678.47,1689.96,1.13804,259.1103,216.56
54244.19,1687.28,1.12667,255.9397,215.04
55120.44,1705.32,1.16152,259.3599,219.3
55276.1,1708.8,1.16023,261.1328,220.17
55198.85,1707.89,1.15582,259.6378,220.67
55185.26,1703.37,1.1565,260.013,221.13
55545.7,1710.27,1.15557,260.7089,223.29
55711.73,1715.64,1.15198,260.1116,224.26
55380.0,1707.8,1.13817,258.0171,222.44
55012.66,1706.06,1.12645,257.1451,223.04
54450.0,1672.48,1.11188,253.7165,220.61
54644.17,1667.75,1.11369,254.5902,220.87
54393.84,1665.2,1.12043,254.5566,218.64
54351.96,1668.32,1.1161,255.2888,218.02
53692.8,1654.2,1.10234,251.58,215.78
54457.05,1673.64,1.11454,255.5362,218.07
54423.73,1678.19,1.11229,255.6869,218.23
54350.33,1678.73,1.10744,256.1009,217.79
54111.36,1677.58,1.11029,255.0592,217.85
54108.18,1672.71,1.11221,255.4057,217.74
54648.27,1681.84,1.1274,257.677,219.3
55462.46,1695.0,1.14025,259.5918,222.31
56276.62,1712.13,1.14635,259.8976,222.01
56408.33,1711.76,1.15283,263.7904,222.9
56459.21,1716.0,1.1508,263.8614,223.64
56542.56,1715.16,1.14907,263.25,223.6
56910.01,1732.55,1.16006,266.953,226.06
56770.53,1724.08,1.15,265.3574,225.2
56529.8,1722.44,1.1378,263.5411,225.96
56282.17,1720.67,1.14004,262.75,224.79
55742.89,1700.33,1.12861,260.4533,227.29
56106.12,1694.83,1.12949,261.409,226.55
55335.94,1665.21,1.11686,258.1025,222.44
54706.97,1634.65,1.10547,254.9084,219.42
54022.83,1611.79,1.10982,256.7851,217.56
53718.06,1612.05,1.10381,254.8607,215.57
52519.69,1586.9,1.07051,246.9017,211.42
52286.31,1581.59,1.06791,248.4746,210.65
52612.85,1591.02,1.06828,247.8757,210.58
51824.74,1554.73,1.05693,241.9377,205.8
52246.97,1571.7,1.07925,240.736,212.5
52120.2,1571.75,1.08956,240.7951,216.34
52250.6,1573.52,1.09435,241.6582,215.52
52682.71,1586.93,1.12449,245.669,217.14
52959.25,1596.37,1.10658,247.5792,220.87
52260.6,1573.92,1.08196,241.7163,219.69
52608.47,1597.04,1.09863,244.8786,217.98
52939.11,1610.22,1.12158,246.818,220.72
52957.08,1618.48,1.11891,246.667,219.04
52160.05,1592.51,1.10475,242.0967,216.49
51071.32,1577.71,1.08475,230.5701,213.45
51651.01,1597.41,1.10689,234.9086,213.94
51295.21,1600.0,1.11428,232.2791,214.26
50990.93,1594.56,1.09918,231.1184,215.0
51309.19,1593.25,1.10591,232.2859,215.39
51623.2,1603.8,1.14884,234.2632,218.66
52232.71,1612.5,1.12998,237.2453,218.21
52195.98,1605.33,1.1075,235.9559,217.74
51984.25,1603.23,1.11709,236.1974,218.39
52433.26,1610.03,1.12152,237.4516,219.25
51741.81,1583.23,1.10756,235.1456,216.92
51312.16,1586.59,1.09635,234.1747,215.16
52085.28,1620.73,1.12318,240.92,218.01
52263.81,1627.56,1.11792,242.8223,219.11
51700.46,1613.39,1.1062,238.7116,218.07
52415.31,1618.91,1.12275,241.7651,220.3
52700.0,1619.66,1.13073,242.2357,221.05
52834.05,1623.75,1.12928,243.3656,221.89
52591.54,1617.53,1.1308,241.131,222.14
53590.2,1630.0,1.14185,246.0854,223.82
53391.85,1627.06,1.13698,245.1644,222.87
53351.79,1619.68,1.16643,246.2638,224.29
53396.64,1624.07,1.2064,247.2374,223.61
52705.64,1617.83,1.25993,247.3996,223.12
53008.41,1634.74,1.22446,248.9432,224.25
53326.41,1648.01,1.21299,249.75,224.33
53433.15,1644.78,1.20754,248.7421,224.5
53332.86,1641.92,1.22122,248.0102,221.75
53799.99,1666.9,1.23253,250.9248,224.05
53850.38,1664.44,1.22169,251.5689,221.53
53706.92,1659.33,1.20667,249.4899,219.69
53809.78,1665.25,1.20845,250.4039,219.65
53978.29,1664.43,1.21144,251.99,218.77
54597.61,1690.82,1.2148,253.9527,220.12
54411.8,1682.76,1.2022,252.131,220.25
55055.38,1699.79,1.21475,255.1657,221.5
54762.03,1695.04,1.2001,251.7177,219.44
54704.96,1692.06,1.198,250.8,220.0
54766.33,1695.85,1.20008,251.5752,220.43
54779.98,1693.51,1.1813,252.102,220.87
54965.43,1696.67,1.1887,253.3859,220.35
55199.03,1701.06,1.1941,253.3057,221.05
55044.91,1700.33,1.2023,253.6467,220.62
54969.93,1692.59,1.1929,252.4877,219.37
54940.54,1693.31,1.19675,255.6581,219.0
55027.74,1698.28,1.1989,260.2667,220.25
54691.89,1687.38,1.18205,256.1635,218.33
54453.72,1681.23,1.17694,256.0882,217.04
54286.27,1679.07,1.16744,254.6372,216.32
54743.53,1683.75,1.17849,257.733,218.27
54636.56,1681.21,1.18241,259.5205,221.73
54976.99,1682.88,1.17922,260.8062,220.07
56167.97,1706.43,1.19654,264.0311,223.7
56088.0,1710.67,1.18469,265.9284,222.85
55743.82,1705.02,1.17967,263.9674,221.71
55774.15,1704.59,1.18557,263.8958,220.39
55872.54,1717.77,1.19562,267.9081,221.96
56429.99,1727.93,1.1972,273.6982,223.48
56371.87,1723.64,1.18994,274.721,222.65
55821.67,1712.82,1.17636,269.2596,220.95
56025.18,1709.75,1.18557,272.9,222.46
56082.06,1711.74,1.18886,272.222,222.4
55810.09,1707.6,1.18467,272.2167,221.9
56053.47,1710.9,1.19403,277.8967,222.11
56266.69,1718.65,1.19111,277.383,220.56
56266.12,1721.84,1.19042,277.7229,220.61
55938.19,1712.95,1.18413,274.272,219.99
56200.9,1717.72,1.20608,277.214,220.48
56287.75,1718.16,1.20557,276.1479,220.94
56105.21,1713.17,1.19269,270.677,220.13
56085.05,1710.88,1.19489,271.6616,219.99
55782.74,1703.39,1.1889,269.1568,220.56
55511.57,1690.87,1.18327,269.6432,219.27
55740.84,1694.29,1.1865,270.9386,220.66
55793.03,1699.82,1.18362,270.6188,221.65
56344.56,1708.89,1.18932,272.0429,221.9
56269.1,1704.23,1.18549,270.5371,226.49
55964.45,1702.3,1.19061,268.7755,229.48
55187.93,1673.61,1.17677,263.622,228.22
55200.08,1674.99,1.18012,265.7249,231.88
54839.46,1666.82,1.173,263.3736,229.35
55127.22,1673.99,1.18084,265.1245,229.88
55591.16,1683.34,1.19097,267.6863,228.0
55764.78,1686.63,1.18965,268.498,232.55
55384.63,1683.92,1.18375,266.6677,232.0
55212.48,1683.59,1.18189,266.5666,232.21
55336.75,1694.59,1.1837,267.9378,233.48
55352.42,1695.66,1.18516,269.1738,234.92
55300.82,1696.23,1.1866,269.0101,233.78
55030.62,1688.29,1.18005,267.9294,233.01
55384.01,1696.63,1.20189,270.9796,234.58
55902.45,1703.92,1.20782,273.5,234.97
57101.83,1734.35,1.21164,275.8747,236.59
57916.2,1757.46,1.22168,274.91,237.59
58021.33,1770.92,1.21241,272.3733,237.89
57843.71,1763.92,1.20718,275.2999,236.77
58027.33,1774.86,1.20717,274.1931,239.79
57963.33,1781.75,1.21045,273.8725,239.1
58120.0,1781.74,1.21271,273.0267,238.33
57716.38,1788.06,1.20199,272.3801,236.42
57607.51,1806.46,1.20133,273.4927,236.7
57910.95,1834.02,1.20838,274.4364,239.24
57813.24,1827.56,1.21091,274.2091,234.92
57661.84,1815.68,1.20597,272.9129,233.94
57263.31,1807.66,1.20448,272.3445,232.2
57536.28,1808.29,1.20094,273.25,234.38
57731.38,1813.16,1.19951,274.1413,234.58
57620.16,1816.53,1.20219,275.123,233.8
57505.45,1809.59,1.2007,274.3152,234.58
57410.4,1806.83,1.19393,272.8074,234.55
57309.4,1793.24,1.19606,272.0699,233.91
57149.88,1796.31,1.19273,272.2204,234.45
57542.01,1803.13,1.20089,273.714,235.84
57644.55,1807.67,1.20821,273.717,235.74
58040.49,1815.8,1.21274,275.343,235.87
58098.27,1817.84,1.2106,278.8496,236.15
57934.84,1814.25,1.20835,293.5,236.08
58847.08,1833.37,1.2172,292.4258,237.67
58836.74,1835.87,1.22123,294.8932,241.24
59236.99,1848.57,1.23003,297.0253,239.72
59120.15,1839.79,1.22558,296.3298,242.82
58889.76,1832.61,1.21559,302.5582,238.98
58866.59,1837.18,1.21428,301.2,243.66
58528.44,1830.71,1.21075,296.3366,242.73
58708.08,1831.19,1.21256,298.0007,245.47
58710.16,1835.22,1.21359,301.7507,244.79
58868.69,1842.84,1.21888,302.5861,245.29
59091.59,1858.67,1.22941,311.1628,245.18
58640.63,1840.2,1.21612,304.0693,243.8
58743.09,1845.3,1.2085,308.6,246.97
58697.47,1839.84,1.21318,310.2947,245.7
58769.99,1841.17,1.21241,311.4,244.67
59007.77,1858.39,1.21169,316.0885,246.34
58900.42,1848.0,1.205,309.96,246.43
58652.07,1839.72,1.19261,306.8797,247.93
58621.85,1823.7,1.18715,301.378,254.06
58745.44,1825.62,1.19273,304.5728,254.07
58730.01,1832.71,1.20414,306.9,256.9
59700.0,1853.22,1.20328,307.7078,260.92
58200.0,1814.65,1.1859,302.3699,257.34
58000.01,1808.5,1.18386,298.4689,252.65
57968.65,1808.14,1.1806,296.8775,254.62
57719.39,1800.56,1.17608,295.0851,258.79
58018.74,1809.04,1.18154,298.7311,261.53
58160.89,1815.33,1.19315,303.1322,257.24
58594.26,1829.23,1.1919,307.5038,255.15
58590.61,1834.41,1.1902,304.8735,256.46
59290.86,1849.2,1.19125,306.4206,254.39
59008.97,1846.42,1.17698,304.0067,248.62
59260.91,1853.46,1.18134,304.3442,250.91
59300.23,1891.56,1.18824,305.7617,252.9
58562.1,1900.54,1.18397,301.0955,245.61
58948.87,1939.61,1.18974,300.3567,244.3
58951.21,1930.37,1.19566,300.1053,245.39
58629.32,1904.51,1.18798,299.3298,243.86
58772.47,1919.86,1.19224,302.5807,246.09
59213.75,1932.41,1.19444,304.6462,247.14
59140.99,1940.3,1.19061,306.2425,249.63
59090.3,1925.59,1.19125,307.5017,246.87
59137.93,1923.35,1.18804,306.5393,246.15
58889.66,1916.7,1.1942,306.4126,246.97
58788.82,1909.86,1.18949,305.1849,250.15
58750.0,1915.72,1.18816,310.1821,251.66
58832.87,1926.35,1.191,313.2865,252.02
58844.86,1943.52,1.19704,315.7441,251.03
58826.91,1937.48,1.19235,314.3243,254.35
58626.35,1929.39,1.19101,316.7567,249.47
58587.43,1920.23,1.18978,313.6687,250.88
58734.96,1922.34,1.18972,315.4427,254.04
58925.68,1934.04,1.19224,320.7667,252.43
59001.16,1932.01,1.19,327.8274,252.44
58979.49,1944.28,1.19439,327.4529,253.37
58755.08,1946.48,1.19159,325.8245,255.32
58501.49,1940.41,1.18693,321.9351,252.6
58697.63,1966.63,1.18692,327.5505,251.8
58894.28,1973.12,1.18448,327.6739,250.11
58838.02,1969.29,1.1882,328.7185,246.73
58743.08,1962.92,1.18797,331.7675,248.04
58975.2,1970.66,1.1868,335.8448,247.39
58706.48,1967.62,1.18303,334.6484,250.61
58621.61,1957.21,1.18378,349.0,254.61
58865.8,1994.67,1.18854,347.1257,258.65
59659.04,1995.85,1.19366,343.5307,258.03
59826.65,1995.18,1.19088,343.5881,254.95
59534.81,1994.44,1.1947,344.3913,253.2
59521.33,1989.7,1.19266,352.3902,253.77
59510.21,1995.12,1.20064,351.9808,253.48
59414.13,1994.38,1.22567,351.392,255.71
59467.11,1990.89,1.22133,352.0008,255.09
59620.38,1995.34,1.21529,350.5363,255.34
59597.42,2000.38,1.21524,347.7914,260.88
59550.62,2006.09,1.20837,347.0,258.47
59494.51,2005.12,1.21052,346.0788,257.77
59200.0,2006.95,1.20274,345.4075,255.15
59356.0,2070.01,1.20269,349.2,258.04
59469.21,2073.62,1.21192,346.8011,256.16
59253.09,2058.15,1.21139,342.54,258.26
59174.17,2054.13,1.20489,337.07,257.45
59089.12,2054.69,1.20113,334.7759,254.44
58850.0,2062.63,1.19576,337.3921,253.77
58665.53,2090.99,1.18995,340.8728,254.32
58740.09,2091.41,1.19011,336.9246,255.63
58820.0,2110.3,1.18643,332.3274,255.72
58966.02,2134.19,1.19035,338.3643,257.76
59395.63,2121.64,1.22165,344.0201,259.61
59254.96,2103.56,1.22594,338.4401,259.58
59399.0,2108.63,1.22796,339.2096,261.72
59216.01,2093.04,1.22175,338.9433,262.98
59382.09,2099.46,1.21862,341.8035,262.27
59450.16,2105.12,1.21397,341.0864,262.38
59402.11,2125.58,1.22355,344.4776,260.71
59292.75,2111.13,1.22541,342.5091,259.47
59030.25,2095.48,1.21358,339.931,259.72
59410.58,2106.94,1.216,340.8,261.93
59325.62,2097.02,1.21264,342.0344,259.99
59244.62,2096.11,1.21608,345.8037,264.92
59248.41,2103.67,1.21881,348.5975,265.01
59400.0,2115.74,1.22395,346.5,265.13
59141.03,2091.3,1.22601,342.4007,263.0
58816.86,2070.66,1.20608,338.8741,260.02
58793.57,2070.0,1.20452,338.9697,260.26
58219.27,2031.85,1.18661,331.1246,258.82
58458.7,2068.15,1.19564,336.5419,257.38
58592.11,2095.53,1.1964,336.3682,259.15
58062.95,2060.53,1.18293,329.2516,255.78
57634.34,2033.4,1.1725,323.0,258.66
57563.73,2033.72,1.17415,324.2388,257.1
57060.02,2009.02,1.16319,322.036,257.15
56652.35,2001.71,1.16501,323.0092,253.57
56951.31,2011.08,1.17159,327.8,253.51
57382.0,2013.88,1.18059,333.4938,256.1
57508.0,2016.05,1.18129,333.9057,250.83
57547.81,2013.28,1.17331,332.4489,249.83
57486.64,2014.4,1.1737,333.6873,248.01
57443.88,2018.93,1.1743,334.5181,249.15
57624.03,2035.05,1.17239,336.4662,252.91
57444.56,2037.52,1.17273,339.5097,253.16
57692.9,2058.38,1.1817,345.7416,255.75
57717.11,2055.43,1.18368,341.926,262.17
57279.46,2043.6,1.17317,337.68,263.57
57756.86,2066.66,1.17958,340.5338,265.3
58131.77,2081.68,1.1819,343.6796,265.25
58125.81,2084.75,1.18075,344.9156,268.94
57913.86,2076.87,1.1773,344.2236,266.83
58030.7,2073.38,1.18307,345.3082,264.73
58179.44,2079.25,1.18865,350.1908,264.47
58099.82,2072.78,1.18768,347.7587,261.32
57949.87,2061.1,1.18065,347.2693,261.31
58016.0,2062.12,1.17955,351.6665,260.75
58114.49,2076.86,1.17971,351.1764,263.82
58123.77,2070.73,1.17915,347.7711,263.49
58203.64,2075.95,1.18207,348.957,263.81
57909.09,2056.28,1.1735,344.5495,262.36
57795.43,2057.34,1.17845,344.7941,266.45
57599.26,2043.69,1.1772,346.0214,265.8
57475.95,2028.74,1.18384,344.9345,264.79
57290.03,2022.56,1.1775,344.8659,262.41
56917.31,2011.18,1.16882,337.0194,260.05
57147.01,2014.2,1.16573,337.5749,263.77
57247.17,2028.41,1.17013,340.4452,266.04
57146.82,2028.56,1.16722,340.9088,262.26
57530.81,2043.94,1.17244,348.2,265.61
57654.0,2048.55,1.17582,359.9989,265.06
57739.43,2056.66,1.18055,363.1474,264.95
57954.91,2060.2,1.17926,364.4496,262.85
58108.86,2080.42,1.187,374.5008,263.37
59176.87,2118.21,1.20531,374.4532,263.1
59024.44,2113.14,1.208,377.2414,264.26
58987.92,2110.74,1.2088,373.1912,267.0
58949.62,2107.53,1.20434,374.24,266.84
58882.83,2098.86,1.19799,371.0654,262.8
59016.93,2104.6,1.19344,373.7545,264.04
58778.68,2104.18,1.19312,374.7999,264.39
58668.88,2109.14,1.20123,371.6532,265.45
58882.08,2113.66,1.22528,371.1134,266.3
59128.9,2107.33,1.21195,367.9574,265.6
59363.65,2141.73,1.20315,373.5284,263.68
58811.0,2122.7,1.20501,365.3174,262.61
58746.39,2128.35,1.20775,368.8945,263.31
58614.37,2114.33,1.1996,370.1251,264.2
58794.51,2123.45,1.202,374.3267,266.48
58863.0,2131.24,1.20898,387.0,264.85
58833.38,2131.5,1.21169,379.8464,267.14
58578.45,2099.38,1.20295,376.6475,266.4
58471.4,2086.01,1.19719,378.6736,267.85
58672.62,2115.08,1.20301,386.4804,271.0
58358.4,2099.2,1.19499,387.6,268.78
58532.01,2113.29,1.20221,396.8367,273.74
58462.82,2109.38,1.28909,391.3847,272.11
58408.16,2103.25,1.29849,389.4929,273.9
57934.69,2080.0,1.26114,387.4613,266.63
57816.92,2084.7,1.27309,386.4909,269.28
58078.57,2104.75,1.2782,391.3163,268.89
58240.21,2125.68,1.26887,393.4864,271.53
58234.41,2123.81,1.27571,394.2857,272.76
58223.14,2113.51,1.25797,397.7642,274.34
58205.11,2120.86,1.23814,404.102,268.85
57857.33,2112.66,1.24188,404.0012,271.8
57889.91,2112.2,1.24458,407.8627,271.48
57982.78,2111.86,1.25196,402.99,270.6
57638.47,2092.04,1.24075,394.4467,271.81
57501.78,2097.28,1.23809,407.0798,273.18
57768.5,2109.53,1.25506,405.883,275.81
57898.1,2104.42,1.268,401.7486,278.04
57638.4,2090.31,1.27853,405.0,276.13
58279.38,2101.08,1.2778,408.3799,279.54
58049.78,2089.42,1.2596,409.7695,275.74
57839.13,2074.47,1.24736,403.8083,278.13
57736.04,2062.66,1.23621,395.0,277.68
57455.57,2052.42,1.2265,391.2012,271.09
56785.17,2006.39,1.20301,370.9388,263.91
56313.8,1977.68,1.19224,370.9999,259.8
56453.28,1981.99,1.19202,372.7828,261.52
56733.3,2002.13,1.20558,385.8194,266.08
56651.84,1995.23,1.19166,383.2293,267.88
56440.0,1976.97,1.18264,374.5,268.29
56530.22,1995.59,1.19597,383.5463,271.8
56024.53,1965.65,1.17857,372.8104,264.62
55831.41,1961.52,1.17794,370.2143,262.17
56106.01,1982.02,1.18019,375.3628,261.64
56210.52,1987.09,1.18585,377.0,262.76
56177.72,1996.39,1.19072,379.9168,262.19
56425.14,2006.57,1.18693,384.7195,262.85
55935.39,1962.2,1.17315,375.2233,257.0
56396.63,1984.58,1.1858,384.2196,255.09
56477.3,1989.76,1.18721,384.9626,256.06
56471.42,1993.68,1.18404,387.6198,254.81
56498.64,1995.49,1.18873,396.3,256.31
56876.96,2017.32,1.19819,399.6668,258.96
56820.33,2009.7,1.18919,395.6556,261.08
57088.1,2017.11,1.20077,400.9672,263.52
56994.67,2027.09,1.20123,397.6038,263.28
56868.74,2014.24,1.1974,398.0845,262.72
56650.61,2000.0,1.18724,399.099,265.66
56719.48,1997.35,1.19092,398.6612,263.94
56415.11,1996.6,1.18988,394.4395,262.74
57456.46,2028.85,1.20822,410.4,268.82
57427.41,2028.39,1.21208,410.6844,266.73
57669.02,2042.56,1.21227,414.6785,266.94
57755.29,2058.91,1.21275,418.0021,269.42
