BTC,ETH,UNI,ADA,BNB,CAKE,XMR
55269.75,3976.04,36.918,1.7181,655.52,36.285,433.37
55422.58,3971.75,37.0,1.7273,657.13,36.18,434.82
55802.93,3979.99,37.241,1.7241,661.28,36.438,438.69
55752.83,3983.51,37.361,1.7319,659.33,36.271,438.17
56118.89,4024.86,37.324,1.7801,668.51,36.656,446.31
56063.22,4016.44,37.029,1.7395,661.84,36.173,439.59
56450.92,4038.83,37.535,1.7575,663.0,36.43,443.86
56454.15,4061.22,37.5,1.7466,666.81,36.488,442.54
56694.07,4072.74,37.777,1.7539,669.6,36.786,448.06
56898.45,4141.51,37.724,1.7372,667.33,36.549,449.77
56597.99,4126.83,38.018,1.7319,663.26,36.382,444.0
56476.08,4132.29,37.904,1.7377,661.85,36.364,446.84
56745.27,4178.59,38.572,1.7665,672.33,36.858,454.09
57401.8,4200.22,39.04,1.795,673.63,36.778,457.7
57105.06,4181.25,39.15,1.7778,673.54,36.47,449.53
57232.41,4274.4,39.947,1.8101,677.82,36.745,451.92
57826.29,4337.99,41.67,1.8148,684.12,37.158,474.09
57414.41,4305.19,40.748,1.7903,677.94,36.722,465.1
57288.66,4331.52,41.478,1.8031,676.7,36.667,464.0
57074.16,4298.47,43.402,1.783,669.9,36.062,450.34
57165.29,4311.06,42.889,1.7782,671.07,35.826,453.31
56976.63,4313.54,42.532,1.7674,667.77,35.65,459.57
56923.3,4289.87,42.217,1.7632,669.97,35.915,462.3
56111.27,4240.91,41.224,1.7289,660.01,35.147,450.51
56511.27,4280.75,42.352,1.7554,665.02,35.374,464.0
56405.03,4297.63,42.344,1.7455,666.62,35.734,458.37
56854.11,4316.01,42.355,1.7559,668.35,35.47,458.61
56150.0,4323.91,42.797,1.741,662.29,34.823,455.36
55547.55,4194.98,40.885,1.6984,650.64,34.231,447.45
55045.91,4148.42,41.206,1.699,646.2,32.847,442.0
54915.26,4148.49,41.949,1.7127,644.77,33.148,440.82
54136.42,4015.3,40.193,1.6916,635.02,32.821,431.84
54487.64,4087.78,40.684,1.7163,642.52,33.161,438.32
54476.28,4102.65,40.871,1.7411,646.4,33.656,440.56
54585.16,4129.12,40.85,1.7353,649.23,33.817,444.92
52959.65,4236.01,40.848,1.694,638.14,32.37,430.87
49607.98,3819.17,36.864,1.5626,595.42,29.3,395.29
49718.09,3901.45,37.99,1.6131,601.96,30.3,398.9
50577.06,4003.82,38.75,1.6459,618.01,31.27,408.5
50328.89,3989.08,38.7,1.65,611.91,31.119,405.65
50479.66,3945.87,39.18,1.6392,607.79,30.857,404.15
50493.73,3905.68,38.935,1.651,609.37,31.088,410.28
50954.31,3993.17,39.786,1.7067,622.16,31.88,418.59
51396.7,4021.68,40.265,1.7398,633.93,33.659,419.98
50932.73,3972.93,39.2,1.7312,623.55,32.857,411.7
50060.93,3833.98,38.02,1.664,603.72,31.34,408.79
49239.06,3727.3,37.586,1.6251,579.57,29.723,391.1
49193.69,3637.98,37.703,1.7988,575.31,29.84,384.0
49813.73,3747.14,38.327,1.8077,591.94,30.412,392.52
50204.47,3810.7,38.503,1.8359,602.49,31.382,400.06
50538.35,3859.95,38.581,1.8024,609.98,31.886,403.37
50337.43,3852.33,38.323,1.8662,605.15,31.436,403.43
49660.21,3748.36,37.311,1.9309,594.06,30.808,393.07
48682.51,3697.54,36.63,1.8538,567.8,29.473,388.9
48475.85,3700.33,36.762,1.8679,565.82,28.928,382.21
47849.21,3584.08,35.653,1.8616,546.88,28.078,372.6
48586.37,3651.81,36.101,1.866,551.25,28.3,378.86
49312.11,3716.66,36.893,1.9156,563.41,29.186,390.55
49583.72,3754.95,37.012,1.9459,564.0,29.49,395.55
48866.1,3664.04,36.653,1.9027,557.98,29.024,395.66
49677.77,3718.79,37.281,1.9285,571.21,29.558,403.07
50059.72,3823.94,38.02,1.8844,583.96,30.533,409.53
50062.17,3870.69,38.473,1.8928,588.29,30.412,410.33
49507.98,3792.97,38.053,1.8766,574.45,29.623,401.16
49205.88,3793.26,37.872,1.8628,575.31,29.775,403.19
49258.27,3802.3,38.119,1.872,577.85,29.506,403.93
49703.37,3851.0,38.549,1.8601,588.19,30.266,406.14
49112.82,3813.69,38.15,1.8401,579.67,29.787,398.37
50040.88,3886.21,38.897,1.8718,598.22,31.017,409.0
50415.67,3938.74,39.232,1.8809,603.93,31.929,416.45
50491.04,3952.57,39.616,1.9011,603.81,31.862,414.25
50797.07,3996.36,39.885,1.8791,609.12,32.235,418.82
50615.72,4006.51,39.5,1.8672,608.01,32.178,417.51
50389.36,4005.58,39.518,1.8822,606.02,32.412,416.88
51013.51,4069.06,39.741,1.9362,610.29,32.61,418.56
50941.47,4092.23,39.771,1.9124,607.62,32.166,419.2
51304.55,4138.97,40.148,1.9189,612.74,32.97,419.48
50889.72,4118.7,40.563,1.9079,607.73,32.46,417.63
50640.75,4101.04,40.321,1.8999,603.74,32.329,416.22
50524.26,4097.92,40.051,1.9239,606.26,32.216,417.01
50191.91,4050.17,39.7,1.9206,599.37,31.946,415.11
49194.44,3987.92,38.996,1.9467,587.33,31.052,402.21
49849.27,4056.84,39.563,1.9648,598.48,31.598,408.54
49963.59,4077.16,40.075,2.0276,601.35,31.723,410.19
49886.57,4080.2,40.462,2.0095,603.27,31.701,413.43
49490.45,4036.4,40.075,1.9837,598.46,31.589,408.19
50663.43,4114.79,41.729,2.0628,606.6,32.05,409.52
50121.33,4062.09,41.947,2.1226,608.35,31.877,414.38
49670.02,4029.11,41.716,2.1489,602.83,31.8,409.38
49361.19,4007.95,41.303,2.105,596.26,31.363,408.32
49708.01,4039.69,41.736,2.1709,598.48,31.11,418.46
49018.75,3966.34,40.284,2.1107,589.32,30.48,413.75
48523.16,3911.41,39.519,2.0967,582.24,30.0,411.73
48855.58,3914.53,39.561,2.1332,585.96,30.187,420.18
48685.85,3897.63,39.454,2.1995,587.17,30.377,419.78
48416.99,3846.88,38.85,2.1588,582.28,29.925,418.82
48975.66,3906.3,39.051,2.1621,587.76,30.406,431.2
49214.16,3919.99,39.124,2.2654,591.15,30.56,439.82
49036.69,3892.5,38.782,2.345,587.98,30.296,416.98
49433.28,3904.81,39.106,2.269,591.2,30.376,418.27
49030.37,3878.77,38.636,2.265,586.41,30.085,411.48
47935.26,3775.77,38.333,2.2463,575.37,29.097,396.29
47848.33,3747.82,37.604,2.3029,571.59,28.904,391.4
47937.26,3753.21,37.714,2.292,573.17,29.12,393.07
48141.66,3752.82,37.716,2.2744,574.66,29.005,394.39
48258.12,3793.68,37.9,2.2848,577.98,29.102,394.71
48457.27,3809.71,37.944,2.2678,582.11,29.526,397.2
47983.44,3769.33,37.671,2.2363,573.92,29.367,391.83
46790.33,3646.65,36.594,2.1774,563.85,28.661,381.46
47296.14,3767.69,37.562,2.2873,570.85,28.915,385.55
48052.96,3830.47,38.195,2.2966,579.15,29.377,388.62
48151.06,3813.96,38.0,2.2406,580.62,29.588,391.21
48383.55,3827.43,38.108,2.2815,579.27,29.48,391.27
48120.43,3799.33,37.81,2.3332,574.1,29.305,390.78
48171.16,3783.58,37.697,2.29,574.28,29.212,393.77
49052.59,3860.9,38.913,2.3989,584.22,30.236,395.63
49374.72,3867.01,39.285,2.4142,592.55,31.494,397.24
48904.71,3798.15,38.722,2.42,590.52,31.316,394.35
49270.44,3813.51,39.0,2.3741,599.88,31.783,400.98
49580.19,3848.66,39.186,2.3892,604.96,32.409,401.39
49040.8,3792.05,38.713,2.3842,598.92,31.585,399.85
48653.31,3710.04,38.084,2.34,590.69,30.852,394.63
48943.61,3729.77,38.058,2.3425,593.09,31.143,398.48
48320.59,3680.13,37.512,2.3211,582.57,30.377,394.11
47763.67,3635.86,36.942,2.2791,572.37,29.642,388.42
47305.91,3579.52,36.693,2.239,572.59,29.515,389.9
47113.37,3608.73,36.87,2.2359,572.63,29.65,398.21
45444.68,3476.41,35.79,2.1275,558.37,28.756,390.88
45553.12,3419.48,35.542,2.0912,550.0,28.25,381.15
44087.41,3357.9,34.563,2.0257,536.21,27.315,374.6
45200.0,3477.37,35.717,2.1689,548.72,28.064,384.27
45576.11,3533.33,36.211,2.2063,550.3,28.322,387.71
46443.91,3583.98,36.609,2.302,564.49,29.206,390.65
45573.84,3468.64,35.636,2.1875,548.34,28.169,381.3
44886.49,3418.78,34.819,2.156,540.73,27.764,370.67
44493.64,3384.34,34.682,2.098,537.01,27.353,364.63
42951.5,3242.54,32.959,2.0716,506.71,25.5,347.68
43608.58,3328.4,33.758,2.145,515.76,25.908,355.12
44176.62,3341.72,33.753,2.1461,508.89,25.849,355.07
44354.38,3402.69,34.318,2.1573,522.44,26.98,357.36
45189.66,3524.97,35.352,2.2338,538.17,28.178,363.58
45374.37,3544.54,35.397,2.1847,538.03,27.911,365.25
45456.24,3514.04,35.237,2.2042,540.43,28.162,364.24
44596.45,3447.02,34.852,2.1432,525.58,27.666,356.54
45769.47,3519.98,35.693,2.199,539.13,28.498,365.58
44961.52,3480.33,35.419,2.1393,535.09,28.36,357.39
45069.21,3458.31,35.041,2.1377,532.14,27.969,354.17
44467.49,3391.6,34.626,2.1009,522.44,27.22,352.41
43366.43,3285.3,33.288,2.0387,505.38,26.263,345.51
42572.18,3205.35,32.806,2.0306,500.05,25.774,340.71
42595.55,3203.22,32.606,1.9442,501.22,25.771,336.49
43500.01,3353.33,34.0,2.0425,515.28,26.682,348.38
44233.55,3381.7,34.278,2.0912,519.15,27.107,350.84
44799.09,3441.33,34.698,2.1132,527.06,27.477,351.88
43540.46,3264.55,33.398,2.0239,512.43,27.034,341.83
42920.44,3227.62,32.848,2.0,504.7,26.468,335.98
43557.0,3282.73,33.246,2.032,512.33,26.762,339.79
44399.29,3356.85,34.278,2.0299,523.85,27.362,342.2
45097.2,3403.67,34.66,2.0656,520.4,27.5,346.95
45043.07,3408.57,34.734,2.0745,522.6,27.751,349.32
44802.34,3387.07,34.532,2.063,523.92,28.001,348.16
45355.71,3512.09,35.647,2.1236,529.57,28.688,354.63
45401.7,3526.95,35.907,2.1265,530.59,28.831,354.09
44939.97,3467.65,35.668,2.0917,523.81,28.37,351.34
45199.04,3513.42,35.879,2.0897,525.48,28.862,352.62
44962.73,3483.91,35.859,2.0916,524.54,28.526,348.81
44996.04,3471.93,35.8,2.0968,522.05,28.21,349.0
45395.98,3516.8,36.15,2.1183,526.93,28.339,350.5
45359.32,3538.69,36.449,2.1108,530.04,28.432,357.71
44010.88,3419.07,34.945,2.0317,514.96,27.487,343.85
43731.33,3368.66,34.707,2.0191,507.92,27.053,340.0
43263.16,3315.57,34.034,2.0088,504.78,26.329,333.88
43027.27,3350.42,34.443,2.0047,504.21,26.317,335.29
43642.2,3429.58,35.563,2.0767,519.47,27.544,345.16
43372.01,3402.74,35.253,2.0669,516.74,27.454,341.64
42847.75,3366.35,34.8,2.0308,512.42,27.291,336.24
43301.8,3406.09,35.022,2.0336,513.14,26.928,341.88
43284.74,3433.22,35.2,2.0162,511.92,27.174,342.76
43006.12,3404.85,35.368,2.0093,510.38,27.206,339.36
42837.79,3372.9,34.865,2.0126,506.39,27.028,339.94
42870.07,3377.49,35.042,2.0036,508.21,26.989,340.92
42634.36,3355.66,34.688,1.978,505.82,26.812,338.76
40875.02,3190.1,32.904,1.885,478.72,24.964,321.5
40349.65,3111.52,32.06,1.8286,461.11,23.524,311.5
40605.05,3098.8,31.853,1.83,452.74,23.628,309.74
39299.58,2930.36,29.734,1.6626,419.46,21.895,288.61
39219.16,2928.77,30.1,1.7268,427.68,22.563,295.58
39408.1,2946.11,30.153,1.7183,427.86,22.69,292.01
40367.12,2986.43,30.725,1.7831,438.77,23.669,296.7
40479.67,2979.99,30.505,1.79,437.83,23.289,294.17
40332.11,2975.01,30.616,1.7775,435.75,23.343,299.77
39426.99,2855.12,29.384,1.7,425.09,22.107,285.23
38702.07,2720.75,26.456,1.5935,394.78,20.15,262.39
35168.76,2367.46,20.345,1.2629,335.01,17.938,183.46
35997.87,2502.95,22.749,1.4434,353.98,18.288,228.19
37593.23,2618.1,24.19,1.5458,359.86,18.974,237.65
37427.66,2754.22,25.719,1.6383,380.54,21.456,238.82
39706.66,2861.0,27.289,1.7747,398.51,22.658,248.87
39467.33,2773.03,26.755,1.7598,394.53,22.176,241.89
38069.41,2609.51,25.456,1.6279,370.41,20.489,225.22
39413.2,2606.52,25.741,1.6416,385.02,21.292,226.52
38308.85,2529.31,25.125,1.5123,371.33,20.496,222.37
38824.89,2591.64,25.274,1.5604,373.69,20.345,224.7
39124.79,2660.85,25.808,1.6211,380.83,20.826,215.92
36736.94,2443.89,23.161,1.47,335.47,15.678,197.93
35895.46,2235.08,20.936,1.3905,303.15,14.708,189.75
37026.63,2341.47,22.364,1.4705,312.66,15.605,202.94
38119.45,2467.87,23.602,1.5381,338.38,17.68,217.19
38390.71,2476.34,23.865,1.5614,341.79,17.345,221.66
39471.71,2567.03,24.644,1.5792,354.32,18.045,226.11
39972.95,2658.43,25.141,1.6482,365.5,18.776,232.99
39735.02,2649.74,25.638,1.6296,358.78,18.261,236.37
40017.47,2716.83,26.196,1.6979,371.3,18.613,242.55
39875.14,2697.1,26.375,1.6873,368.04,17.484,239.82
39993.4,2676.21,25.965,1.6779,365.19,17.084,237.4
40448.98,2714.62,26.234,1.7275,369.99,19.221,244.89
40532.21,2758.74,26.623,1.8025,374.21,19.57,242.36
41767.02,2879.22,27.569,1.9257,393.42,21.002,253.84
41807.83,2911.21,27.651,1.858,402.72,20.822,256.91
41533.55,2900.1,27.411,1.8544,404.27,21.34,262.48
41532.16,2910.8,27.1,1.8569,402.1,21.07,269.88
39392.03,2705.93,25.512,1.7696,380.23,19.508,246.85
39846.31,2764.71,26.245,1.8022,387.89,19.934,261.75
39891.59,2788.24,26.222,1.7901,387.13,20.145,262.72
40166.82,2789.88,26.352,1.8131,390.6,20.251,266.83
40066.07,2764.84,25.992,1.8062,385.96,19.94,272.27
40752.12,2840.86,26.814,1.8482,399.28,20.612,278.69
41531.51,2846.19,26.879,1.8428,397.01,20.661,283.19
40647.1,2774.43,26.383,1.8042,391.89,20.163,281.57
41802.14,2909.27,27.55,1.8662,410.73,21.468,285.71
41507.31,2902.44,27.7,1.8166,407.15,21.255,285.93
41331.9,2861.19,27.276,1.782,399.19,20.966,292.56
40742.53,2795.46,26.697,1.7564,392.98,20.271,303.31
40007.64,2783.69,26.38,1.7261,389.97,20.087,295.81
39900.0,2756.22,26.109,1.7172,385.12,19.689,295.65
40626.12,2769.46,26.365,1.755,393.38,20.311,300.21
39900.6,2691.42,25.737,1.712,384.66,19.892,294.14
40070.45,2706.8,25.858,1.7127,379.3,19.505,296.93
40925.8,2765.24,26.354,1.7324,389.07,20.07,316.37
40787.71,2694.11,25.763,1.7222,380.78,19.521,307.54
41172.55,2714.72,25.798,1.7172,382.03,19.563,308.7
40557.55,2653.95,25.236,1.6594,376.52,19.0,308.8
41158.52,2726.82,26.096,1.7073,384.49,19.268,324.07
37912.91,2525.59,23.264,1.5924,343.49,17.221,279.37
36873.53,2425.78,21.426,1.525,328.18,16.542,273.46
37104.77,2454.18,21.949,1.5533,333.7,16.929,277.55
37400.67,2494.33,22.634,1.59,341.47,17.31,284.97
37204.21,2478.55,22.138,1.5739,331.7,16.968,274.19
36091.24,2351.6,21.046,1.4821,316.27,15.892,256.17
35233.52,2250.29,20.176,1.4184,293.49,14.473,245.04
36660.36,2393.53,21.492,1.5196,316.71,16.28,257.81
36707.68,2382.6,21.426,1.5183,316.42,16.332,253.37
37330.71,2433.36,21.952,1.5513,326.76,16.825,256.48
37700.0,2451.07,22.066,1.5753,330.08,17.198,260.8
37665.42,2448.94,22.122,1.5445,329.33,17.02,256.48
37417.24,2394.0,21.426,1.5222,322.95,16.561,244.7
36983.26,2331.66,20.601,1.5086,314.74,15.866,234.68
36335.45,2268.41,19.635,1.4446,304.95,15.292,239.86
36416.77,2235.37,19.718,1.4364,298.6,14.894,236.07
36448.71,2251.88,19.871,1.434,298.53,14.984,232.95
36308.92,2251.37,19.858,1.4398,300.57,15.061,230.44
36838.4,2348.19,20.577,1.4786,309.14,15.878,238.38
37200.1,2364.61,20.773,1.4926,312.9,16.057,239.25
38359.48,2464.64,21.902,1.5363,323.26,16.702,250.45
38181.91,2417.36,21.287,1.5348,322.14,16.57,248.39
38190.07,2393.51,21.242,1.5212,320.36,16.371,246.48
38348.78,2440.81,21.59,1.5725,326.09,16.758,253.77
37846.45,2364.29,21.041,1.5407,316.73,16.067,246.8
38192.81,2369.81,21.005,1.5374,317.15,16.029,248.39
38187.57,2355.19,20.911,1.5238,311.31,15.809,238.31
38010.0,2288.84,20.426,1.4801,302.96,15.353,232.3
37681.06,2296.51,20.386,1.4647,306.89,15.51,231.02
37319.53,2257.59,20.137,1.4434,299.49,15.2,225.91
38067.71,2356.47,20.911,1.485,309.56,15.669,235.48
38194.15,2367.26,21.202,1.4989,311.18,15.799,238.3
37658.52,2340.45,20.746,1.4843,306.19,15.462,233.27
37482.5,2297.14,20.329,1.4653,300.08,15.176,230.9
38223.16,2364.35,21.168,1.5395,311.27,15.875,239.78
37939.43,2342.41,20.8,1.5126,307.44,15.539,236.34
37499.08,2295.96,20.442,1.4817,299.83,15.189,231.95
37459.78,2319.72,20.744,1.484,300.0,15.2,247.26
37231.73,2287.23,20.453,1.4766,297.19,14.999,245.61
36909.24,2234.02,20.088,1.4548,295.18,14.835,248.17
36669.89,2214.67,19.713,1.4244,285.58,14.358,249.8
35943.31,2158.49,19.067,1.3929,279.13,13.728,236.22
34397.42,2036.12,17.619,1.2852,258.13,12.011,217.74
34234.89,2035.33,16.913,1.2529,251.43,11.656,207.08
35062.71,2115.74,17.665,1.2824,256.75,12.054,214.55
35424.41,2118.0,17.568,1.2669,258.2,12.267,212.34
33963.42,1940.14,15.192,1.1627,241.33,11.229,199.82
33669.01,1969.92,15.419,1.1941,241.48,11.16,196.86
33922.69,1978.92,15.568,1.1975,242.09,11.18,201.83
33337.54,1926.46,14.745,1.1702,236.8,10.7,198.36
32258.79,1850.15,14.326,1.1138,224.2,10.092,184.91
32744.19,1915.52,15.102,1.1544,229.51,10.775,199.23
32570.66,1899.02,14.815,1.1305,228.0,10.595,196.45
33089.31,1970.5,15.38,1.171,236.65,11.277,209.0
33678.54,2070.56,16.303,1.2675,247.4,11.991,216.56
34053.13,2097.93,16.958,1.3415,255.5,12.512,222.28
33884.55,2067.19,16.583,1.2993,255.0,12.419,225.16
34725.6,2100.26,16.689,1.3158,261.02,12.725,226.24
35249.72,2137.35,17.139,1.3162,267.42,13.328,223.89
35138.04,2126.07,17.072,1.3052,266.87,13.212,219.77
35320.92,2168.01,17.619,1.3645,270.62,13.32,221.77
35288.11,2144.36,17.378,1.3714,273.85,13.572,219.22
34924.3,2107.36,17.304,1.3475,269.57,13.161,221.63
35334.6,2135.38,17.653,1.3737,276.1,13.311,223.35
36133.39,2188.43,18.199,1.3981,283.0,13.693,229.7
36692.85,2293.8,19.424,1.4847,296.36,14.674,242.68
36676.29,2294.54,19.404,1.4704,296.54,14.636,240.0
36256.13,2234.2,18.653,1.4336,286.59,14.088,232.0
36446.66,2265.61,19.198,1.4533,293.39,14.3,236.11
37654.9,2371.23,20.451,1.4862,306.78,15.524,242.2
38256.05,2427.57,21.228,1.5147,315.91,16.073,245.81
37619.39,2377.51,20.786,1.4673,308.93,15.537,235.84
37707.67,2427.9,21.091,1.4907,313.99,16.632,237.23
37594.98,2512.8,23.054,1.5061,319.08,16.808,239.23
37409.51,2471.26,22.163,1.4769,313.43,16.313,236.62
37715.42,2547.01,23.5,1.5085,321.8,16.46,242.57
37965.44,2556.94,23.833,1.5196,327.51,16.705,244.31
39650.94,2653.47,24.866,1.5785,344.81,17.942,250.0
39001.49,2623.83,24.76,1.5516,340.54,17.558,252.72
38534.67,2597.82,24.178,1.5307,334.46,17.409,248.0
38472.58,2591.86,24.189,1.529,339.08,17.432,249.14
38836.83,2651.7,24.715,1.5511,346.0,17.831,256.18
39450.17,2715.74,26.088,1.6157,367.26,18.942,261.12
38867.78,2664.68,25.158,1.5785,355.98,18.167,254.1
38132.91,2575.02,24.079,1.5306,342.68,17.245,245.16
38358.62,2586.24,24.246,1.5419,345.85,17.231,250.21
38421.33,2590.97,24.387,1.5228,339.97,16.9,249.0
38412.96,2596.92,24.455,1.5318,344.46,17.212,247.32
38935.08,2663.11,25.563,1.5813,356.2,18.14,258.21
39048.27,2665.28,25.243,1.604,356.89,18.161,261.48
38197.02,2586.57,24.177,1.5632,344.28,17.238,250.38
37990.47,2564.15,23.742,1.548,337.38,16.965,247.63
37160.78,2442.76,22.397,1.4795,316.26,15.806,234.56
36584.28,2396.6,21.701,1.4498,310.02,15.392,228.39
37161.36,2459.86,22.379,1.4838,319.19,16.038,234.9
37542.06,2539.43,23.123,1.5122,322.67,16.368,241.75
37702.21,2590.67,24.003,1.5276,328.38,16.964,240.04
38324.91,2613.23,24.332,1.5623,338.22,17.367,246.83
37854.38,2576.27,24.199,1.5405,334.36,17.053,240.16
38002.18,2589.83,24.403,1.5528,334.04,17.104,239.76
37938.83,2580.63,24.511,1.5363,330.69,16.985,238.28
37353.54,2515.78,23.55,1.5032,322.76,16.449,230.95
37646.31,2555.12,24.024,1.5186,329.99,16.784,234.23
37977.48,2615.61,24.54,1.5238,334.89,17.114,240.48
38444.11,2717.57,25.589,1.5582,346.7,17.906,245.5
38363.61,2705.82,25.155,1.5547,343.45,17.737,247.3
38140.24,2684.82,24.945,1.5721,341.96,17.629,247.5
38705.08,2765.32,25.982,1.6288,350.93,18.054,250.98
39252.36,2798.36,26.502,1.6326,354.41,18.552,252.16
39545.8,2842.51,27.121,1.6794,364.36,19.368,258.79
39437.14,2817.23,26.605,1.697,361.73,19.012,259.86
39271.28,2802.72,26.466,1.7075,363.8,19.087,257.13
40599.56,2882.3,27.5,1.769,378.23,19.598,264.26
40500.58,2894.33,27.791,1.7838,383.75,19.957,267.33
40205.31,2844.14,26.939,1.7518,378.13,19.345,260.04
40206.38,2846.61,26.966,1.7615,378.28,19.489,261.2
39734.85,2829.41,26.795,1.7546,377.78,19.09,260.0
39905.52,2837.82,26.922,1.7761,378.0,19.243,260.77
40186.3,2855.18,27.2,1.8149,379.98,19.369,261.88
38893.8,2707.21,25.552,1.6885,358.47,18.04,249.49
39169.29,2754.85,26.16,1.7255,368.48,18.568,259.95
38804.66,2747.97,25.782,1.7149,366.47,18.397,257.89
38600.01,2707.68,25.809,1.7266,365.72,18.455,255.56
39017.9,2743.38,26.306,1.749,371.77,18.725,259.5
38672.46,2753.87,26.264,1.734,368.48,18.517,259.5
38525.98,2743.6,26.217,1.7196,367.0,18.485,259.5
38765.68,2797.87,26.666,1.7469,372.66,18.851,264.36
39073.23,2815.76,26.732,1.74,371.2,18.776,267.25
39010.16,2845.0,28.316,1.728,373.93,18.87,267.33
39292.33,2889.4,29.447,1.7811,379.57,19.336,268.97
38662.37,2816.18,28.46,1.7146,366.39,18.683,262.47
37671.09,2693.6,26.834,1.6455,348.1,17.556,250.79
37863.53,2716.45,27.226,1.6786,351.94,17.82,250.6
37673.05,2683.85,26.585,1.6546,348.41,17.449,248.15
37770.42,2706.88,27.13,1.6736,352.75,17.71,250.1
38186.58,2736.94,27.652,1.6972,358.56,18.164,254.94
38306.11,2758.28,27.853,1.7063,361.35,18.138,254.74
38332.34,2738.99,27.817,1.7048,362.44,18.093,253.91
38877.08,2763.89,28.109,1.7166,366.22,18.241,256.97
39316.56,2793.37,28.92,1.7327,371.14,18.7,257.73
39251.42,2782.22,28.593,1.7256,371.29,18.718,258.42
39723.73,2829.91,29.0,1.7378,377.07,18.619,261.52
39353.21,2784.15,28.63,1.7064,372.47,18.082,257.85
39899.53,2829.97,29.25,1.734,381.22,18.539,261.0
40076.04,2846.03,29.588,1.7365,383.68,19.325,260.83
39711.26,2806.94,29.725,1.7204,379.61,18.89,260.05
38866.36,2769.01,29.067,1.7003,371.22,18.244,257.94
39079.36,2787.58,29.259,1.707,374.0,18.602,262.75
39136.86,2792.78,28.968,1.7075,375.21,18.682,258.65
38812.4,2759.36,28.467,1.6767,373.63,18.727,255.95
38482.66,2722.97,27.933,1.6488,365.51,18.182,249.27
39013.85,2782.48,29.056,1.6864,373.48,18.566,255.24
38539.54,2757.9,28.573,1.6549,367.95,18.287,251.69
38560.0,2744.73,28.535,1.6577,370.06,18.232,252.8
38030.45,2707.01,28.011,1.6273,361.28,17.882,247.23
38184.15,2712.77,28.146,1.6516,365.23,18.031,253.11
38314.45,2732.77,29.033,1.6688,367.58,18.131,254.6
38276.74,2719.79,29.199,1.675,365.21,17.959,256.26
37360.39,2658.72,27.682,1.623,353.38,17.39,244.35
37030.18,2579.72,26.828,1.5737,346.08,16.864,237.7
36972.59,2555.67,26.544,1.5455,340.39,16.613,233.62
37003.24,2567.41,26.841,1.571,343.6,16.939,235.93
35993.58,2509.24,26.0,1.5277,329.45,16.263,227.53
36013.91,2498.61,26.175,1.519,327.84,15.895,226.55
35966.07,2500.31,26.091,1.5111,326.9,15.876,226.25
35380.38,2437.33,25.183,1.4631,317.32,15.272,222.24
36639.53,2566.79,27.201,1.5621,338.06,16.472,235.84
36975.23,2591.47,27.876,1.5669,341.75,16.822,244.04
36625.71,2552.11,27.343,1.5501,336.61,16.467,242.27
36785.59,2561.71,27.877,1.5469,338.04,16.453,245.74
35845.93,2471.38,26.788,1.5084,326.5,15.869,245.21
36009.06,2502.93,27.031,1.5384,331.27,16.309,258.27
36224.57,2523.7,27.354,1.559,334.81,16.436,255.15
35810.65,2500.63,27.028,1.5449,333.64,16.2,264.38
35222.97,2428.82,25.88,1.5072,323.33,15.54,251.47
35039.41,2369.93,25.264,1.468,320.48,15.47,253.46
35071.8,2390.25,25.44,1.4859,325.24,15.679,253.95
35675.34,2413.05,25.891,1.5143,328.79,15.917,262.86
36227.02,2492.31,26.702,1.5484,339.66,16.569,275.03
36387.97,2527.89,26.905,1.5486,342.34,16.496,270.59
36349.99,2515.17,26.9,1.5508,342.44,16.556,282.97
36470.73,2526.08,27.03,1.5513,345.13,16.781,292.29
35720.49,2469.48,26.101,1.5078,335.06,16.206,285.12
36876.28,2541.73,27.242,1.5432,342.0,16.682,287.26
36537.56,2522.48,26.96,1.5204,338.93,16.51,287.23
36168.38,2490.16,26.565,1.5018,335.95,16.394,289.01
35798.62,2451.87,25.939,1.4822,329.94,16.055,275.98
35403.8,2436.62,25.885,1.4848,327.38,15.862,280.32
35257.44,2421.13,25.717,1.4749,327.2,15.858,279.0
35405.94,2452.17,25.995,1.4857,329.28,15.93,284.61
34800.51,2393.03,25.041,1.4433,322.22,15.568,271.09
34907.84,2394.77,24.523,1.4328,320.93,15.503,267.3
34641.83,2372.55,24.022,1.4205,316.07,15.213,258.68
34442.85,2330.29,23.439,1.3974,309.58,14.75,253.8
34842.66,2372.69,23.917,1.4123,313.64,15.058,258.74
33919.18,2270.42,22.574,1.3605,302.77,14.27,243.34
34074.18,2273.99,22.6,1.3654,302.74,14.198,241.5
34038.97,2248.51,22.406,1.3592,300.02,14.155,239.19
34259.43,2238.41,22.344,1.3642,300.93,14.355,234.24
34675.74,2280.13,23.051,1.3888,305.55,14.685,244.63
34488.79,2273.8,22.965,1.3911,304.11,14.552,241.54
34625.5,2280.2,23.163,1.4044,305.34,14.677,243.25
33874.48,2230.27,22.15,1.3749,297.29,14.099,230.67
33927.64,2225.59,22.255,1.3937,298.38,14.164,233.7
34544.8,2282.11,23.011,1.4396,304.93,14.562,242.63
34778.11,2296.71,23.221,1.4825,309.9,14.804,243.43
34762.26,2298.18,23.28,1.5206,310.07,14.829,245.13
35338.79,2372.21,24.635,1.5443,321.53,15.774,252.82
35807.39,2427.16,25.123,1.6326,328.44,16.143,255.45
